id,co2,inoc,n.trt,rep,sow_date,rack,germ_date,thin_date,harvest_date,focal.area,tla,focal.biomass,leaf.biomass,chlor.biomass,stem.biomass,root.biomass,nodule.biomass,total.biomass,bvr,nmass.focal,nmass.nod,nmass.tl,nmass.tr,nmass.ts,nmass.chl,cmass.focal,cmass.nod,cmass.tl,cmass.tr,cmass.ts,cmass.chl,chlA.ugml,chlB.ugml,chlA.gml,chlB.gml,chlA.g,chlB.g,chlA.gm2,chlB.gm2,chlA.mmolm2,chlB.mmolm2,chl.marea,chlA.mmolg,chlB.mmolg,chl.mmolg,chl.mmolm2,chlA.chlB,disk.area,chl.leaf.area,tleaf,anet,anet.growth,gsw,gsw.growth,ci.ca,vcmax25,jmax25,jmax25.vcmax25,rd25,tpu,tleaf_wk6,anet_wk6,gsw_wk6,ci.ca_wk6,vcmax25_wk6,jmax25_wk6,jmax25.vcmax25_wk6,rd25_wk6,tpu_wk6,leaf.d13c,leaf.d15n,ref.15n,ndfa,chi,chi.assume,beta,marea,marea.chl,narea,narea.chl,p.rubisco,p.bioe,p.lightharv,p.photo,p.structure,pnue,pnue.growth,iwue,iwue.growth,narea.chi,vcmax.chi,stomlim,leaf.totaln,stem.totaln,root.totaln,root.totalc,nod.totaln,nod.totalc,wpn,cbg,ncost
e_n_140_54,elv,no.inoc,140,54,6/17/22,2t,6/23/22,7/2/22,8/6/22,14.9,191.05,0.092,0.975,0.123,0.925,1.631,0.014,3.668,0.611,0.0158,0.0492,0.0184,0.0087,0.0076,0.0152,0.4072,0.4446,0.4338,0.4162,0.4074,0.4101,1.0441,0.1725,1.04E-06,1.73E-07,1.04E-05,1.73E-06,0.033681398,0.005564731,0.037695603,0.006132138,73.65269461,5.12E-04,8.33E-05,5.95E-04,0.04382774,6.05265497,3.1,16.7,25.001,14.378,22.673,0.199,0.202,0.679,69.468,132.232,1.903,1.971,8.37,27.572,8.578,0.15,0.746,39.69,74.261,1.871,1.971,NA,-25.42,35.87,34.0975,0,0.689486592,0.596210902,202.6755507,61.745,73.6527,0.975,1.163,0.5561,0.1079,0.0137,0.6777,0.1122,206.4633,325.5767,72.2513,112.2426,1.414,100.7532,0.3146,0.0213,0.0071,0.0142,0.6788,7.00E-04,0.0062,0.0432,0.685,15.8426
e_n_140_55,elv,no.inoc,140,55,6/17/22,2b,6/22/22,7/2/22,8/6/22,18.4,326.17,0.078,1.809,0.062,1.196,1.843,0,4.91,0.818,0.0247,NA,0.0188,0.0107,0.011,0.0197,0.4131,NA,0.4277,0.427,0.3996,0.412,0.735,0.1162,7.35E-07,1.16E-07,7.35E-06,1.16E-06,0.024500111,0.003874222,0.027420075,0.004269257,40.25974026,6.81E-04,1.06E-04,7.87E-04,0.031689331,6.323878628,3,15.4,24.999,10.784,18.884,0.158,0.17,0.7,59.54,113.022,1.898,3.673,7.444,26.908,12.228,0.185,0.706,65.304,127.051,1.946,4.077,9.474,-24.22,33.74,34.0975,1.019317129,0.633983961,0.54082298,123.2267619,42.3913,40.2597,1.0475,0.9948,0.4436,0.0858,0.0116,0.541,0.0619,144.1313,252.3902,68.2532,111.0824,1.6522,93.914,0.3258,0.0374,0.0132,0.0198,0.787,0,0,0.0704,0.787,11.1844
e_n_140_56,elv,no.inoc,140,56,6/17/22,6b,6/23/22,7/2/22,8/6/22,13.9,254.48,0.086,1.422,0.066,0.853,2.19,0,4.531,0.755,0.0131,NA,0.0142,0.0112,0.0072,NA,0.4107,NA,0.4354,0.4192,0.4071,NA,0.9403,0,9.40E-07,0,9.40E-06,0,0.030332796,0,0.033947908,0,61.68224299,5.50E-04,0,5.50E-04,0.033947908,Inf,3.1,10.7,24.994,7.622,13.816,0.117,0.108,0.716,38.719,77.833,2.01,2.244,5.361,27.364,4.029,0.051,0.669,25.782,59.252,2.298,2.244,NA,-23.87,33.58,34.0975,1.475515005,0.617821399,0.524693822,107.3060753,61.8705,61.6822,0.8111,0.8087,0.3726,0.0763,0.0153,0.4641,0.1353,131.556,238.4647,65.1453,127.9259,1.3129,62.6702,0.2773,0.0223,0.0062,0.0244,0.9181,0,0,0.0529,0.9181,17.3643
e_n_210_57,elv,no.inoc,210,57,6/17/22,4b,6/23/22,7/2/22,8/6/22,18.5,493.26,0.091,2.977,0.078,1.55,2.492,0.013,7.11,1.185,0.0172,0.0441,0.0152,0.0118,0.0082,NA,0.416,0.4511,0.4192,0.4214,0.4076,NA,1.1027,0.1128,1.10E-06,1.13E-07,1.10E-05,1.13E-06,0.03557086,0.003638817,0.039810254,0.004009848,50,7.96E-04,8.02E-05,8.76E-04,0.043820103,9.775390798,3.1,15.6,25.006,14.018,18.87,0.306,0.304,0.783,65.442,122.641,1.874,3.361,7.76,27.5,28.493,0.517,0.741,57.237,121.142,2.116,0.46,9.243,-26.19,34.36,34.23666667,0,0.725172827,0.631823384,286.3369406,49.1892,50,0.8475,0.8615,0.6027,0.1151,0.0185,0.7362,0.0941,231.5577,311.7059,45.8105,62.0724,1.1687,90.2433,0.2322,0.0483,0.0127,0.0295,1.05,6.00E-04,0.0059,0.091,1.0559,11.6085
e_n_210_58,elv,no.inoc,210,58,6/17/22,1t,6/23/22,7/2/22,8/6/22,19.6,619.3,0.105,3.878,0.087,2.246,3.923,0.017,10.151,1.692,0.0196,0.0601,0.0178,0.0114,0.0079,NA,0.4183,0.4493,0.4209,0.4501,0.429,NA,1.0238,0.1814,1.02E-06,1.81E-07,1.02E-05,1.81E-06,0.034126889,0.006045778,0.038194188,0.006662234,51.17647059,7.46E-04,1.30E-04,8.77E-04,0.044856422,5.644747482,3,17,24.982,13.361,21.266,0.26,0.275,0.762,59.04,116.455,1.972,2.027,7.589,26.892,13.697,0.176,0.656,95.469,188.704,1.977,7.731,12.979,-24.56,33.54,34.23666667,1.97851091,0.649695842,0.556502389,141.3145876,53.5714,51.1765,1.0473,1.0005,0.44,0.0884,0.0163,0.5447,0.0858,178.6023,284.2718,51.3885,77.3309,1.612,90.8733,0.2355,0.0727,0.0177,0.0448,1.7657,0.001,0.0076,0.1363,1.7733,13.0095
e_n_210_59,elv,no.inoc,210,59,6/17/22,5b,6/23/22,7/2/22,8/6/22,24.7,333.27,0.146,1.792,0.13,1.01,2.103,0.06,5.095,0.849,0.0181,0.0466,0.017,0.0119,0.0094,NA,0.4132,0.448,0.4379,0.4171,0.4075,NA,1.6611,0.1969,1.66E-06,1.97E-07,1.66E-05,1.97E-06,0.055368667,0.006562333,0.061967596,0.00723146,65,9.53E-04,1.11E-04,0.001064601,0.069199056,8.43734444,3,20,25.005,14.32,23.448,0.235,0.223,0.723,67.931,129.865,1.912,2.818,8.76,26.976,18.841,0.314,0.719,88.031,171.886,1.953,2.818,11.353,-25.22,35.4,34.23666667,0,0.680226664,0.586970112,185.984607,59.1093,65,1.0693,1.1758,0.4958,0.0966,0.0214,0.6138,0.0963,187.4893,307.0007,60.9362,105.148,1.572,99.8652,0.2703,0.0354,0.0095,0.025,0.8772,0.0028,0.0269,0.0727,0.9041,12.4405
e_n_210_60,elv,no.inoc,210,60,6/17/22,5b,6/23/22,7/2/22,8/6/22,15.6,437.25,0.08,2.907,0.075,1.617,2.951,0.039,7.589,1.265,0.0175,0.0498,0.0142,0.0094,0.007,NA,0.4148,0.4445,0.4164,0.432,0.4163,NA,0.781,0,7.81E-07,0,7.81E-06,0,0.026033444,0,0.029136153,0,51.36986301,5.67E-04,0,5.67E-04,0.029136153,Inf,3,14.6,24.996,8.005,13.041,0.165,0.183,0.781,32.632,66.516,2.038,0.936,NA,28.254,8.117,0.102,0.657,41.457,87.188,2.103,0.936,7.227,-25.02,34.81,34.23666667,0,0.670970534,0.577733113,170.8967261,51.2821,51.3699,0.8979,0.8995,0.2836,0.0589,0.0118,0.3543,0.0942,124.8067,203.3234,48.5152,71.2623,1.3383,48.634,0.1868,0.0438,0.0113,0.0276,1.2749,0.0019,0.0173,0.0847,1.2923,15.2656
e_n_280_61,elv,no.inoc,280,61,6/17/22,6b,6/23/22,7/2/22,8/6/22,22.5,725.14,0.185,5.556,0.154,3.347,6.366,0,15.423,2.571,0.013,NA,0.0153,0.0117,0.0082,NA,0.4177,NA,0.4446,0.4431,0.4244,NA,1.5783,0.0486,1.58E-06,4.86E-08,1.58E-05,4.86E-07,0.052611222,0.001620444,0.058881515,0.001785673,78.97435897,7.46E-04,2.26E-05,7.68E-04,0.060667187,32.46715579,3,19.5,25.007,8.031,16.283,0.104,0.104,0.671,46.356,94.718,2.043,2.822,6.426,27.272,17.317,0.275,0.711,81.35,155.095,1.907,2.822,11.626,-23.26,29.1,28.1,0,0.589680048,0.496610632,84.76149446,82.2222,78.9744,1.0697,1.0275,0.3382,0.0704,0.0215,0.4301,0.1523,105.1069,213.1061,77.2212,156.5673,1.8141,78.6121,0.3571,0.0896,0.0276,0.0747,2.8208,0,0,0.1919,2.8208,14.6998
e_n_280_62,elv,no.inoc,280,62,6/17/22,1b,6/23/22,7/2/22,8/6/22,19,662.95,0.128,4.617,0.096,2.474,4.033,0.037,11.257,1.876,0.0185,0.0417,0.0161,0.0124,0.0079,NA,0.4103,0.4522,0.4248,0.4555,0.4204,NA,0.9116,0.1006,9.12E-07,1.01E-07,9.12E-06,1.01E-06,0.030385556,0.003354111,0.034006956,0.003696112,60,5.67E-04,6.16E-05,6.28E-04,0.037703069,9.059197668,3,16,24.994,11.238,19.293,0.163,0.176,0.697,62.489,114.559,1.833,3.956,8.08,27.49,2.588,0.044,0.742,25.454,61.446,2.414,3.956,NA,-24.09,27.1,28.1,3.439380911,0.62797937,0.5348308,117.0206382,67.3684,60,1.2477,1.1112,0.3909,0.073,0.0123,0.4763,0.099,126.1013,216.4863,68.9448,109.6193,1.9868,99.508,0.3266,0.0786,0.0195,0.0499,1.8371,0.0015,0.0167,0.1495,1.8538,12.3984
e_n_280_63,elv,no.inoc,280,63,6/17/22,1b,6/23/22,7/2/22,8/6/22,25.6,538.16,0.18,3.118,0.141,1.619,2.708,0.071,7.657,1.276,0.022,0.0362,0.0188,0.0121,0.0091,NA,0.4163,0.4363,0.429,0.4402,0.3901,NA,1.7251,0.2714,1.73E-06,2.71E-07,1.73E-05,2.71E-06,0.057502556,0.009045111,0.064355805,0.009967394,69.45812808,9.27E-04,1.44E-04,0.001070043,0.074323199,6.357307815,3,20.3,25.002,14.485,26.13,0.169,0.146,0.626,82.12,154.642,1.883,3.611,NA,26.855,17.745,0.384,0.776,81.945,147.468,1.8,4.263,9.321,-24.72,27.11,28.1,3.404987102,0.657093458,0.563884717,150.8723026,70.3125,69.4581,1.5504,1.5316,0.4134,0.0793,0.0176,0.5104,0.0846,130.7993,235.9534,85.7101,178.9726,2.3595,124.9746,0.3841,0.0658,0.0147,0.0327,1.1921,0.0026,0.031,0.1158,1.2231,10.5635
e_n_280_64,elv,no.inoc,280,64,6/17/22,4t,6/23/22,7/2/22,8/6/22,26.3,542.98,0.142,3.72,0.141,1.624,3.036,0.055,8.576,1.429,0.0231,0.0451,0.0151,0.0121,0.0079,NA,0.452,0.4435,0.4323,0.421,0.423,NA,1.2621,0.2549,1.26E-06,2.55E-07,1.26E-05,2.55E-06,0.042069556,0.008497111,0.047083475,0.009363517,60.25641026,7.81E-04,1.55E-04,9.37E-04,0.056446992,4.951042184,3,23.4,24.999,15.462,25.612,0.245,0.249,0.713,74.569,144.326,1.935,2.85,9.4,26.671,17.761,0.389,0.779,75.693,145.925,1.928,2.85,9.798,-25.58,28.07,28.1,0.103181427,0.696897271,0.603606266,217.3262505,53.9924,60.2564,1.2451,1.3895,0.4674,0.0922,0.0148,0.5744,0.0729,173.8609,287.9915,63.1102,102.8594,1.7866,107.0014,0.2902,0.0626,0.0128,0.0368,1.2781,0.0025,0.0244,0.1147,1.3025,11.3547
e_n_350_65,elv,no.inoc,350,65,6/17/22,4b,6/22/22,7/2/22,8/6/22,23.9,703.49,0.158,4.593,0.119,2.42,4.294,0.011,11.437,1.906,0.021,0.0457,0.0174,0.0108,0.0091,NA,0.4201,0.4451,0.432,0.4283,0.4197,NA,2.2158,0.2074,2.22E-06,2.07E-07,2.22E-05,2.07E-06,0.073860667,0.006913333,0.082663503,0.00761825,62.96296296,0.001312891,1.21E-04,0.001433887,0.090281753,10.68379942,3,18.9,24.997,16.862,25.286,0.224,0.233,0.663,100.459,176.515,1.757,5.97,10.32,27.099,38.409,0.546,0.67,88.401,173.957,1.968,0.85,11.962,-24.07,24.58,24.22,0,0.627055729,0.533909067,116.0976616,66.1088,62.963,1.3889,1.3229,0.5645,0.1011,0.0248,0.6904,0.0866,169.962,254.8725,75.2768,108.5236,2.215,160.2075,0.3805,0.0856,0.022,0.0465,1.8391,5.00E-04,0.0049,0.1546,1.844,11.9291
e_n_350_66,elv,no.inoc,350,66,6/17/22,5t,6/23/22,7/2/22,8/6/22,27.6,820.38,0.193,5.627,0.193,2.714,5.183,0.027,13.744,2.291,0.0201,0.0491,0.0162,0.0108,0.0093,NA,0.4149,0.4482,0.4105,0.4258,0.4116,NA,1.9331,0.2967,1.93E-06,2.97E-07,1.93E-05,2.97E-06,0.064435778,0.009888556,0.07211534,0.01089684,76.28458498,9.45E-04,1.43E-04,0.001088191,0.083012181,6.516197175,3,25.3,25.005,15.231,25.281,0.247,0.24,0.719,72.208,142.003,1.967,2.806,9.328,26.161,35.013,0.917,0.801,74.639,137.045,1.836,2.806,9.229,-24.94,24.02,24.22,0.793808295,0.667269146,0.574039374,165.2680181,69.9275,76.2846,1.4069,1.5348,0.4006,0.0803,0.0197,0.5005,0.0925,151.5585,251.5626,61.664,105.3375,2.1085,108.2142,0.2764,0.0987,0.0252,0.0562,2.207,0.0013,0.0121,0.1814,2.2191,12.23
e_n_350_67,elv,no.inoc,350,67,6/17/22,4t,6/22/22,7/2/22,8/6/22,25.4,897.02,0.165,6.419,0.156,3.267,3.938,0,13.78,2.297,0.0219,NA,0.0171,0.0124,0.0088,NA,0.4239,NA,0.4248,0.4461,0.4168,NA,1.9508,0.4733,1.95E-06,4.73E-07,1.95E-05,4.73E-06,0.065026111,0.015776222,0.072776031,0.017384842,69.95515695,0.001040324,2.49E-04,0.001288838,0.090160872,4.121779612,3,22.3,25.001,16.486,27.932,0.222,0.229,0.667,77.303,151.165,1.955,1.352,9.668,27.334,17.768,0.316,0.737,83.719,150.243,1.795,3.488,9.839,-24.09,24.7,24.22,0,0.62797937,0.5348308,117.0206382,64.9606,69.9552,1.4233,1.5327,0.4239,0.0845,0.0214,0.5298,0.0825,162.1626,274.7498,74.2613,121.9738,2.2665,123.098,0.3183,0.1167,0.0287,0.0488,1.7568,0,0,0.1943,1.7568,9.0409
e_n_350_68,elv,no.inoc,350,68,6/17/22,6t,6/23/22,7/2/22,8/6/22,28.4,878.88,0.241,6.24,0.2,2.87,7.848,0,17.158,2.86,0.0193,NA,0.0197,0.012,0.0101,NA,0.4248,NA,0.4418,0.4098,0.4037,NA,2.9334,0.6999,2.93E-06,7.00E-07,2.93E-05,7.00E-06,0.097780667,0.023331333,0.109434328,0.025710308,81.30081301,0.001346042,3.16E-04,0.001662279,0.135144636,4.190959225,3,24.6,25.009,17.214,29.181,0.23,0.237,0.664,87.334,168.79,1.933,2.863,10.61,27.282,18.706,0.249,0.661,95.241,184.5,1.937,2.863,12.423,-23.22,23.58,24.22,2.540186545,0.587835942,0.494770337,83.47720158,84.8592,81.3008,1.6361,1.5675,0.4166,0.0821,0.0314,0.53,0.1041,147.3005,249.7023,74.8435,123.1266,2.7832,148.5687,0.3376,0.1316,0.0289,0.0943,3.2157,0,0,0.2547,3.2157,12.625
e_n_630_69,elv,no.inoc,630,69,6/17/22,6b,6/23/22,7/2/22,8/6/22,31.5,1103.7,0.303,9.359,0.314,3.898,6.668,0,20.239,3.373,0.0259,NA,0.026,0.0183,0.0185,NA,0.4358,NA,0.4278,0.4333,0.4258,NA,4.7711,0.929,4.77E-06,9.29E-07,4.77E-05,9.29E-06,0.1490975,0.029030312,0.166867187,0.031990383,93.17507418,0.001790899,3.43E-04,0.002134236,0.198857569,5.135924734,3.2,33.7,24.997,14.46,28.022,0.155,0.164,0.595,85.622,163.02,1.904,3.374,10.668,26.414,21.967,0.281,0.643,114.416,223.095,1.95,3.374,14.854,-21.75,15.29,14.7175,0,0.520169639,0.427243882,48.15921371,96.1905,93.1751,2.4913,2.4132,0.2682,0.052,0.03,0.3502,0.0813,81.2577,157.4691,93.2903,170.8659,4.7895,164.604,0.4195,0.2596,0.0723,0.1221,2.889,0,0,0.454,2.889,6.364
e_n_630_70,elv,no.inoc,630,70,6/17/22,5t,6/22/22,7/2/22,8/6/22,24.4,814.09,0.141,5.81,0.159,2.803,3.804,0,12.576,2.096,0.0435,NA,0.0344,0.0224,0.0269,NA,0.4359,NA,0.4684,0.4246,0.4116,NA,4.2298,0.9536,4.23E-06,9.54E-07,4.23E-05,9.54E-06,0.136444409,0.030759785,0.152706079,0.0338962,67.37288136,0.002266581,5.03E-04,0.002769694,0.186602279,4.435805024,3.1,23.6,24.995,15.835,27.389,0.186,0.204,0.626,87.379,160.402,1.836,3.161,10.135,26.885,43.971,0.598,0.653,112.388,215.879,1.921,3.161,14.507,-22.21,14.34,14.7175,2.405607774,0.541322256,0.448352783,57.10518236,57.7869,67.3729,2.5149,2.9321,0.2712,0.0507,0.0231,0.345,0.0397,88.1511,152.4706,85.1344,134.2598,4.6458,161.4177,0.384,0.2132,0.0754,0.0853,1.6151,0,0,0.3739,1.6151,4.3194
e_n_630_71,elv,no.inoc,630,71,6/17/22,5b,6/22/22,7/2/22,8/6/22,23,781.63,0.147,6.073,0.163,3.015,7.949,0,17.2,2.867,0.0307,NA,0.0247,0.0144,0.0244,NA,0.439,NA,0.4281,0.431,0.4082,NA,3.5252,0.9811,3.53E-06,9.81E-07,3.53E-05,9.81E-06,0.117507,0.032703,0.131511679,0.036037555,71.1790393,0.001847618,5.06E-04,0.002353913,0.167549234,3.593156591,3,22.9,25.006,16.838,24.675,0.23,0.242,0.671,84.418,152.298,1.804,2.984,9.022,27.79,18.486,0.218,0.623,99.096,179.192,1.808,2.984,12.529,-22.41,14.99,14.7175,0,0.550525255,0.457536762,61.51925375,63.913,71.179,1.9621,2.1852,0.3358,0.0617,0.0279,0.4254,0.0585,120.1408,176.0586,73.2087,101.9628,3.5641,153.3408,0.3239,0.1593,0.0734,0.1147,3.4258,0,0,0.3475,3.4258,9.8587
e_n_630_72,elv,no.inoc,630,72,6/17/22,2t,6/23/22,7/2/22,8/6/22,30.2,856.79,0.216,6.091,0.185,3.17,4.397,0,13.843,2.307,0.0296,NA,0.0306,0.0155,0.0205,NA,0.4365,NA,0.4417,0.4568,0.4126,NA,3.7398,0.7714,3.74E-06,7.71E-07,3.74E-05,7.71E-06,0.12063871,0.024882581,0.135016631,0.027419728,70.07575758,0.001926724,3.91E-04,0.002318011,0.162436359,4.848319851,3.1,26.4,24.988,17.679,25.054,0.232,0.241,0.658,90.645,156.771,1.73,2.867,9.267,27.827,22.742,0.245,0.582,127.927,251.8,1.968,2.867,NA,-22.28,14.25,14.7175,2.979130158,0.544542877,0.451566748,58.61103855,71.5232,70.0758,2.1185,2.0756,0.3339,0.0589,0.0285,0.4213,0.0634,116.8299,165.5668,76.2026,103.9585,3.8904,166.4607,0.3471,0.1984,0.065,0.0683,2.0086,0,0,0.3318,2.0086,6.054
a_y_0_73,amb,inoc,0,73,8/13/22,3t,8/18/22,8/23/22,10/2/22,13.1,145.96,0.062,0.663,0.061,0.334,0.717,0.184,1.959,0.327,0.0417,0.0516,0.034,0.0142,0.0137,0.0456,0.4243,0.4602,0.4394,0.4347,0.4117,0.4547,2.1269,0.533,2.13E-06,5.33E-07,2.13E-05,5.33E-06,0.070896222,0.017766444,0.079345751,0.019577996,44.20289855,0.001795035,4.43E-04,0.002237947,0.098923748,3.990456416,3,13.8,25.01,19.82,19.82,0.246,0.246,0.637,97.91,167.638,1.712,1.797,9.704,25.022,24.229,0.518,0.765,102.235,193.309,1.891,1.797,11.298,-25.57,-1.56,1.36,100,0.566413236,0.603143985,71.42875162,47.3282,44.2029,1.9755,1.845,0.3868,0.0675,0.0195,0.4738,0.0383,140.462,140.462,80.5691,80.5691,3.4877,172.8597,0.3512,0.0277,0.0046,0.0102,0.3117,0.0095,0.0847,0.052,0.3963,7.6277
a_y_0_74,amb,inoc,0,74,8/13/22,1b,8/18/22,8/23/22,10/2/22,16,170.7,0.092,0.766,0.049,0.36,0.745,0.243,2.163,0.361,0.0331,0.0561,0.0328,0.0165,0.0161,0.0325,0.4242,0.448,0.4376,0.4327,0.4033,0.4599,3.2538,0.9015,3.25E-06,9.02E-07,3.25E-05,9.02E-06,0.108460333,0.030050667,0.121386815,0.033114777,56.32183908,0.002155235,5.88E-04,0.002743192,0.154501592,3.609248824,3,8.7,25.029,23.892,23.892,0.358,0.358,0.683,119.692,214.875,1.795,3.571,12.217,25.016,15.264,0.205,0.666,81.469,143.7,1.764,3.571,8.941,-26.44,-1.98,1.36,100,0.606634419,0.643397992,99.7168823,57.5,56.3218,1.905,1.8659,0.4904,0.0897,0.0301,0.6102,0.052,175.5866,175.5866,66.7374,66.7374,3.1402,197.305,0.3358,0.0298,0.0058,0.0123,0.3224,0.0136,0.1089,0.0615,0.4312,7.015
a_y_0_75,amb,inoc,0,75,8/13/22,2t,8/18/22,8/23/22,10/2/22,14.5,134.4,0.063,0.614,0.043,0.328,0.754,0.18,1.919,0.32,0.0393,0.0559,0.032,0.015,0.0148,0.0388,0.4326,0.4631,0.4363,0.4389,0.4045,0.4566,3.1393,0.8354,3.14E-06,8.35E-07,3.14E-05,8.35E-06,0.104642333,0.027847667,0.11711378,0.030687149,45.26315789,0.002587397,6.78E-04,0.003265369,0.147800928,3.757669703,3,9.5,25.012,17.877,17.877,0.207,0.207,0.617,108.211,186.172,1.72,4.913,11.222,25.017,14.135,0.198,0.674,72.573,130.575,1.799,3.097,9.059,-25.92,-1.47,1.36,97.0008569,0.582585533,0.61932948,81.59365335,43.4483,45.2632,1.7093,1.7807,0.4941,0.0866,0.0302,0.6109,0.0393,146.4252,146.4252,86.3623,86.3623,2.9339,185.7427,0.4202,0.0238,0.0049,0.0113,0.3309,0.0101,0.0834,0.05,0.4143,8.2815
a_y_0_76,amb,inoc,0,76,8/13/22,2b,8/18/22,8/23/22,10/2/22,9.6,94.49,0.045,0.556,0.031,0.284,0.715,0.126,1.712,0.285,0.0308,0.0504,0.0298,0.0125,0.0094,0.0288,0.4218,0.4582,0.4204,0.4154,0.3996,0.4423,1.6097,0.4036,1.61E-06,4.04E-07,1.61E-05,4.04E-06,0.089427407,0.022424815,0.100085514,0.024711357,50,0.00200171,4.94E-04,0.002495937,0.12479687,3.987877186,1.8,6.2,25.009,16.023,16.023,0.214,0.214,0.666,79.382,137.508,1.732,2.278,8.275,24.986,4.979,0.051,0.601,32.671,68.853,2.107,2.278,NA,-25.19,-1.22,1.36,88.43187661,0.54886789,0.58558432,61.90491404,46.875,50,1.4438,1.54,0.4291,0.0757,0.0295,0.5344,0.0517,155.3745,155.3745,74.8738,74.8738,2.6304,144.6286,0.3309,0.0189,0.0027,0.009,0.297,0.0064,0.0577,0.0369,0.3547,9.6152
a_y_35_77,amb,inoc,35,77,8/13/22,5b,8/19/22,8/23/22,10/2/22,19.3,312.47,0.094,1.587,0.143,0.856,1.645,0.392,4.623,0.771,0.0425,0.0536,0.0387,0.0121,0.014,0.0348,0.4441,0.4587,0.4267,0.4266,0.412,0.4425,4.0208,1.0311,4.02E-06,1.03E-06,4.02E-05,1.03E-05,0.134026111,0.034370222,0.149999565,0.037874775,63.55555556,0.002360133,5.96E-04,0.002956065,0.18787434,3.899483403,3,22.5,25.02,22.773,22.773,0.371,0.371,0.708,108.265,188.657,1.743,3.118,10.644,25.02,24.056,0.369,0.691,117.966,206.597,1.751,3.118,12.02,-26.4,-0.5,13.3,92.88238264,0.604783593,0.641545655,98.17595028,48.7047,63.5556,2.0709,2.7024,0.408,0.0725,0.0253,0.5058,0.038,153.9517,153.9517,61.3827,61.3827,3.4242,179.0144,0.3025,0.0714,0.012,0.02,0.7017,0.021,0.1798,0.1244,0.8815,7.0879
a_y_35_78,amb,inoc,35,78,8/13/22,6t,8/18/22,8/23/22,10/2/22,20.8,225.58,0.094,0.935,0.067,0.416,0.734,0.278,2.43,0.405,0.0412,0.0595,0.0398,0.015,0.0178,0.0575,0.4282,0.4643,0.4469,0.4168,0.3875,0.4574,3.2479,0.8426,3.25E-06,8.43E-07,3.25E-05,8.43E-06,0.108263556,0.028088111,0.121166585,0.03095211,37.4301676,0.003237137,8.27E-04,0.004064067,0.152118695,3.854426349,3,17.9,25.04,26.062,26.062,0.805,0.805,0.822,106.971,196.039,1.833,2.385,11.083,25.019,17.023,0.204,0.624,91.194,168.367,1.846,2.385,10.534,-27.34,2.11,13.3,75.31549722,0.648318256,0.685115846,142.7124242,45.1923,37.4302,1.8619,1.5421,0.4484,0.0837,0.0359,0.568,0.0381,195.963,195.963,32.3752,32.3752,2.8719,164.9977,0.2091,0.0438,0.0074,0.011,0.3059,0.0165,0.1291,0.0788,0.435,5.5238
a_y_35_79,amb,inoc,35,79,8/13/22,5t,8/19/22,8/23/22,10/2/22,13.6,144.5,0.055,0.719,0.053,0.364,0.715,0.183,2.034,0.339,0.0461,0.0561,0.0339,0.012,0.0125,0.0293,0.4338,0.4684,0.4371,0.4298,0.4121,0.4353,1.476,0.3391,1.48E-06,3.39E-07,1.48E-05,3.39E-06,0.086822745,0.019946667,0.097170423,0.021980525,75.71428571,0.001283383,2.90E-04,0.001573692,0.119150948,4.352744574,1.7,7,25.048,22.152,22.152,0.443,0.443,0.754,106.896,195.945,1.833,2.385,11.083,25.017,18.972,0.234,0.637,91.21,168.386,1.846,2.385,10.534,-26.07,0.16,13.3,88.44018173,0.589520076,0.626269682,86.42005406,40.4412,75.7143,1.8656,3.4927,0.4472,0.0835,0.0124,0.5432,0.0326,166.2393,166.2393,50.0045,50.0045,3.1645,181.3272,0.3273,0.0293,0.0045,0.0086,0.3073,0.0103,0.0857,0.0527,0.393,7.4513
a_y_35_80,amb,inoc,35,80,8/13/22,1b,8/18/22,8/23/22,10/2/22,21.5,350.83,0.106,1.476,0.073,0.77,1.123,0.43,3.872,0.645,0.0362,0.0525,0.0362,0.0186,0.0167,0.0365,0.4332,0.4577,0.4429,0.44,0.4037,0.4445,2.9027,0.727,2.90E-06,7.27E-07,2.90E-05,7.27E-06,0.096755889,0.024233778,0.108287416,0.02670477,44.78527607,0.002417924,5.96E-04,0.003014209,0.134992186,3.992604446,3,16.3,25.012,21.168,21.168,0.302,0.302,0.672,110.291,202.002,1.832,3.656,11.856,25.005,16.785,0.21,0.645,93.882,162.651,1.732,3.656,9.559,-26.89,0.92,13.3,83.32492007,0.6274667,0.664247273,119.0442567,49.3023,44.7853,1.7828,1.6194,0.4828,0.0901,0.0303,0.6033,0.0449,166.231,166.231,70.0927,70.0927,2.8412,175.7719,0.3542,0.0599,0.0128,0.0209,0.4941,0.0226,0.1968,0.1162,0.6909,5.9448
